contig	ws_hdr_start	ws_hdr_end	ws_hdr_size	strain
ptg000026l	17	61603	61586	ECA1769
ptg000026l	162715	209731	47016	ECA1769
ptg000026l	840590.255589381	854003.68463895	13413.4290495687	ECA1769
ptg000026l	935146.382937869	944992	9845.61706213141	ECA1769
ptg000026l	1292742	1300081.30598053	7339.30598052847	ECA1769
ptg000026l	1476415.0220339	1486049	9633.97796610161	ECA1769
ptg000026l	1563021.03802872	1573919.3331825	10898.2951537881	ECA1769
ptg000026l	1642858.80144695	1668379.83458271	25521.0331357631	ECA1769
ptg000026l	1820677.89422492	1831408	10730.105775076	ECA1769
ptg000028l	663648.807506702	672717.162235713	9068.35472901037	ECA1769
ptg000028l	927964.896022268	937229.660276312	9264.76425404358	ECA1769
ptg000028l	2382086.83684795	2389035.0591133	6948.22226535389	ECA1769
ptg000028l	2441958	2449581.73422343	7623.7342234333	ECA1769
ptg000031l	101450.9289524	117567.796914266	16116.8679618656	ECA1769
ptg000031l	123677.942434691	136623.459868867	12945.5174341761	ECA1769
ptg000032l	134709	162633.961466459	27924.9614664587	ECA1769
ptg000032l	187212.877615256	369960	182747.122384744	ECA1769
ptg000032l	378316.952500523	413768.389789117	35451.4372885937	ECA1769
ptg000034l	292394.352073171	308943.453872758	16549.1017995873	ECA1769
ptg000034l	362317.046208578	369842.525475285	7525.47926670703	ECA1769
ptg000034l	409163	418998.789451297	9835.78945129731	ECA1769
ptg000034l	453481.791692195	463697.4477626	10215.6560704055	ECA1769
ptg000034l	490678.725420003	508859.359923421	18180.6345034174	ECA1769
ptg000034l	812610.871277591	833097.141891892	20486.2706143006	ECA1769
ptg000034l	860594	870588.305450373	9994.30545037286	ECA1769
ptg000041l	45145.2284412955	256228	211082.771558704	ECA1769
ptg000041l	125183.187295082	182688.907167667	57505.7198725846	ECA1769
ptg000001l	25299	397059	371760	ECA1761
ptg000001l	404516.73998705	1026898	622381.26001295	ECA1761
ptg000001l	1032896	1312794.43624807	279898.436248066	ECA1761
ptg000001l	1348349.52531712	1356290.47468288	7940.9493657616	ECA1761
ptg000001l	1365492	1461821	96329	ECA1761
ptg000001l	1468413.06284328	1536962.37981217	68549.3169688918	ECA1761
ptg000001l	2078905.34223606	2118478.99894567	39573.6567096105	ECA1761
ptg000001l	2128394.09406728	2148921	20526.9059327217	ECA1761
ptg000001l	2285206	2293901.69442872	8695.69442871725	ECA1761
ptg000001l	3220351.10472541	3227378.89527459	7027.79054917023	ECA1761
ptg000001l	3253383.52441301	3268968.06279575	15584.5383827467	ECA1761
ptg000001l	3295160.23263708	3345954.0293725	50793.7967354208	ECA1761
ptg000001l	4442194	4450572.12042429	8378.12042429298	ECA1761
ptg000001l	6372971.50702611	6383011.49297389	10039.985947784	ECA1761
ptg000001l	7947742.93697191	7963684.16160737	15941.2246354604	ECA1761
ptg000001l	9490913.42369003	9573956.95652637	83043.5328363441	ECA1761
ptg000001l	9733951.75604447	9766606.1981648	32654.4421203248	ECA1761
ptg000001l	9805579.62650602	9821561.14437641	15981.5178703852	ECA1761
ptg000001l	9970034	10093479	123445	ECA1761
ptg000002l	97349	109740.957295374	12391.9572953737	ECA1761
ptg000002l	143242.902393294	156336.276422764	13093.3740294699	ECA1761
ptg000002l	171482.445310776	184054.060234244	12571.6149234682	ECA1761
ptg000002l	849839.152423193	857038.394897236	7199.24247404258	ECA1761
ptg000002l	881914.386897698	903477.310559006	21562.9236613086	ECA1761
ptg000002l	1001758	1008337.3853608	6579.38536079961	ECA1761
ptg000002l	1230453	1255199	24746	ECA1761
ptg000002l	1430548.02621017	1439499.964616	8951.93840583041	ECA1761
ptg000003l	163	23343	23180	ECA1761
ptg000003l	227235.114189162	235269.885810838	8034.77162167575	ECA1761
ptg000003l	288120.606051831	311366.408713985	23245.8026621531	ECA1761
ptg000003l	413238	420845.701823598	7607.70182359806	ECA1761
ptg000003l	439874.38911477	453426.299055107	13551.9099403373	ECA1761
ptg000003l	747826.442074649	768907.02197355	21080.5798989017	ECA1761
ptg000003l	995129.413605716	1014971.96534216	19842.5517364402	ECA1761
ptg000003l	1323593	1373672.79928172	50079.7992817238	ECA1761
ptg000003l	1459791.65872326	1470395.71502991	10604.0563066492	ECA1761
ptg000003l	1801176.47595643	1810698.43986637	9521.96390994056	ECA1761
ptg000003l	1828776.5509134	1855848	27071.4490866035	ECA1761
ptg000003l	1911434	1917070.37073171	5636.37073170743	ECA1761
ptg000003l	1959479.00251046	1969843.7224423	10364.7199318439	ECA1761
ptg000003l	2009518	2023512	13994	ECA1761
ptg000003l	2175880.73725291	2188590.00665499	12709.269402077	ECA1761
ptg000003l	2252522.09418146	2262564	10041.9058185406	ECA1761
ptg000003l	2699707.56540825	2775344.64248705	75637.0770787941	ECA1761
ptg000003l	2831429	2839471.99903707	8042.99903707253	ECA1761
ptg000003l	2853637.15681042	2863218.51260309	9581.35579267144	ECA1761
ptg000003l	2878223.08256941	3062781	184557.917430592	ECA1761
ptg000003l	3247322.98683755	3344159	96836.0131624523	ECA1761
ptg000003l	3353323	3365966	12643	ECA1761
ptg000003l	3384394	3503431.15343116	119037.153431161	ECA1761
ptg000003l	3723397	3742783.55475479	19386.5547547899	ECA1761
ptg000003l	3784010	3826269.02631747	42259.0263174744	ECA1761
ptg000003l	4244947.54927302	4254086.90371281	9139.3544397857	ECA1761
ptg000003l	4300066.44088111	4447130.39664804	147063.95576693	ECA1761
ptg000003l	4492041.20429544	4503104.91761965	11063.7133242106	ECA1761
ptg000003l	4513482	4579469.30679405	65987.3067940548	ECA1761
ptg000003l	4822963	4830861.85088706	7898.85088706203	ECA1761
ptg000005l	851295.020370539	865102.390701833	13807.3703312934	ECA1761
ptg000005l	1229221.37940486	1238744	9522.62059514481	ECA1761
ptg000005l	1439075.37717602	1447281.44470488	8206.06752886414	ECA1761
ptg000005l	1737776.21370476	1746596	8819.78629524191	ECA1761
ptg000005l	2007542	2015373.04134666	7831.04134665965	ECA1761
ptg000005l	2020407.09647554	2027498.59128238	7091.49480683589	ECA1761
ptg000005l	2033493.83322805	2046401.66930339	12907.8360753458	ECA1761
ptg000005l	2427939	2441684.50006125	13745.5000612522	ECA1761
ptg000005l	2509073.94997662	2519462	10388.0500233755	ECA1761
ptg000005l	2561911.31720726	2567674	5762.6827927432	ECA1761
ptg000005l	2578874.25010787	2587312.67220708	8438.42209921731	ECA1761
ptg000005l	2652229	2677507	25278	ECA1761
ptg000005l	2725813.09765094	2745181.97767857	19368.8800276299	ECA1761
ptg000005l	2820897.93439934	2834561.35192498	13663.4175256314	ECA1761
ptg000005l	2857606.26950694	2866120.07758114	8513.80807419913	ECA1761
ptg000005l	2933572.36811419	2939383	5810.6318858061	ECA1761
ptg000005l	3218291.08721805	3227920.08518006	9628.99796201009	ECA1761
ptg000005l	4656859.60688784	4694768.00127959	37908.39439175	ECA1761
ptg000005l	4839685	4879426.21958966	39741.219589659	ECA1761
ptg000005l	10068164.396366	10077004.623787	8840.22742094658	ECA1761
ptg000006l	1151194.31070353	1161485	10290.6892964686	ECA1761
ptg000006l	1377251.13534833	1384158	6906.86465167138	ECA1761
ptg000006l	1597466.35040431	1606137.11930759	8670.76890327735	ECA1761
ptg000006l	1614117	1621056.7527872	6939.75278720306	ECA1761
ptg000006l	1653241	1661332	8091	ECA1761
ptg000006l	1693294.73830995	1702452.32905297	9157.59074301645	ECA1761
ptg000006l	2104775.98520788	2115208.3906898	10432.4054819234	ECA1761
ptg000006l	2149294.40780619	2155359.79399142	6065.3861852251	ECA1761
ptg000006l	2641597	2656797.12506671	15200.1250667139	ECA1761
ptg000006l	2743394.7260449	2797596	54201.2739551011	ECA1761
ptg000006l	2820424.16112908	2830468	10043.8388709202	ECA1761
ptg000006l	2859400.93144876	2918553	59152.0685512368	ECA1761
ptg000008l	3646303.00987859	3664892.70719424	18589.6973156533	ECA1761
ptg000008l	3675856.47086331	3684665.28348458	8808.81262127031	ECA1761
ptg000008l	3770969.61388286	3783856.98639327	12887.372510409	ECA1761
ptg000008l	3824157.46909928	3857717.85265911	33560.3835598342	ECA1761
ptg000008l	3999521	4008918.00904266	9397.00904265791	ECA1761
ptg000008l	4126799.3644831	4141646.92954603	14847.5650629364	ECA1761
ptg000008l	4257148	4292009.8291176	34861.8291175971	ECA1761
ptg000008l	4632582.02860226	4643585.97139774	11003.942795489	ECA1761
ptg000008l	4715945.07476967	4730167.99676898	14222.9219993148	ECA1761
ptg000008l	4738172.45072698	4748570.0587452	10397.6080182185	ECA1761
ptg000008l	5021814.31684176	5031006.1894452	9191.872603436	ECA1761
ptg000008l	5082271.63954109	5129998	47726.3604589114	ECA1761
ptg000008l	5850509.5918821	5861027.15887026	10517.5669881543	ECA1761
ptg000008l	5892921.38918314	5912839.65891873	19918.2697355896	ECA1761
ptg000008l	5920672.32630922	5929662.67369078	8990.34738155827	ECA1761
ptg000008l	6042760.06227335	6054927.76498844	12167.7027150877	ECA1761
ptg000008l	6319497.01541582	6330565.0173489	11068.0019330801	ECA1761
ptg000008l	6378565.2842843	6387565.7157157	9000.43143140711	ECA1761
ptg000008l	6414898.37700535	6422306	7407.62299465202	ECA1761
ptg000008l	6827269.89300939	6838368	11098.1069906102	ECA1761
ptg000008l	7313677.67948489	7331621.34570537	17943.6662204843	ECA1761
ptg000009l	28472.2845621298	43471.7154378702	14999.4308757405	ECA1761
ptg000009l	94296.8145070544	101144.895452103	6848.08094504885	ECA1761
ptg000009l	825330.324423311	833284.958205912	7954.63378260168	ECA1761
ptg000009l	1054152.6416185	1060536.74777162	6384.10615312401	ECA1761
ptg000009l	2391214.46187665	2402749.31976415	11534.8578874972	ECA1761
ptg000009l	2612138.13609257	2620075.91372756	7937.77763499832	ECA1761
ptg000009l	3188549.69082901	3199610.30917099	11060.6183419842	ECA1761
ptg000009l	3461303.22058733	3468277.77941267	6974.55882533547	ECA1761
ptg000009l	4094754.7419242	4109910.32530331	15155.5833791075	ECA1761
ptg000009l	4145640	4159942.83064456	14302.8306445582	ECA1761
ptg000009l	4983106.68432305	5012864.79950109	29758.1151780467	ECA1761
ptg000009l	6028829.11316113	6050067.00575648	21237.8925953442	ECA1761
ptg000009l	6224358.80514107	6258307.58831574	33948.7831746712	ECA1761
ptg000009l	6274376	6287985.7018281	13609.7018281035	ECA1761
ptg000011l	-4609.67776917118	239982.220126232	244591.897895403	ECA1761
ptg000011l	264980.418835544	275555.090074861	10574.6712393176	ECA1761
ptg000011l	302721	460102	157381	ECA1761
ptg000011l	490984.989455926	585183	94198.0105440742	ECA1761
ptg000011l	696333.809163701	882167.921608995	185834.112445294	ECA1761
ptg000011l	888235.595850819	923507	35271.4041491805	ECA1761
ptg000011l	950757	1297012	346255	ECA1761
ptg000012l	36490.1866420486	87992.44778685	51502.2611448014	ECA1761
ptg000012l	145756.043029872	157936	12179.956970128	ECA1761
ptg000012l	219004	231105.98185118	12101.9818511797	ECA1761
ptg000012l	269781.453858484	303511	33729.5461415159	ECA1761
ptg000012l	412180.129961024	423152.68623962	10972.5562785961	ECA1761
ptg000012l	485043.914591666	543737.534261838	58693.6196701728	ECA1761
ptg000012l	562483.436868687	928316.056670797	365832.61980211	ECA1761
ptg000012l	948078.931729385	1039551	91472.0682706148	ECA1761
ptg000012l	1035483	1079692.36547247	44209.3654724744	ECA1761
ptg000014l	519739.770666132	564704	44964.2293338684	ECA1761
ptg000014l	888145	897731.376108811	9586.37610881135	ECA1761
ptg000014l	1423787.22139994	1458795.18075198	35007.9593520453	ECA1761
ptg000014l	1715607.00485956	1722606.99514044	6999.99028087361	ECA1761
ptg000014l	1763109	1769714.04840033	6605.04840032803	ECA1761
ptg000014l	1877868	1884789.79297437	6921.79297437379	ECA1761
ptg000014l	2191121.06393363	2203865.8378198	12744.7738861735	ECA1761
ptg000014l	2652210.96032477	2676785.27171615	24574.3113913829	ECA1761
ptg000014l	2724800.93139739	2735263.07451399	10462.1431166064	ECA1761
ptg000014l	3881414.62050072	3899584.67798109	18170.0574803734	ECA1761
ptg000014l	6363790	6434427	70637	ECA1761
ptg000014l	6700286.00936801	6713999.10813909	13713.0987710813	ECA1761
ptg000015l	1030714.22130489	1082184.63348624	51470.4121813492	ECA1761
ptg000015l	1447666	1475186.58383188	27520.5838318761	ECA1761
ptg000015l	1845159.80931192	1853312.31909703	8152.50978510943	ECA1761
ptg000015l	1893964.84476042	1929880.79128137	35915.9465209532	ECA1761
ptg000015l	2273905.06660145	2295387.41605038	21482.3494489263	ECA1761
ptg000015l	2316394.25056747	2325563.69674472	9169.44617724279	ECA1761
ptg000015l	2563272.45648716	2570197.54351284	6925.08702567592	ECA1761
ptg000015l	3028370.23191427	3058938	30567.7680857251	ECA1761
ptg000015l	3153501.00713956	3171559.68460459	18058.6774650305	ECA1761
ptg000016l	805911.920848838	812847	6935.0791511616	ECA1761
ptg000016l	823544.939969215	831634	8089.06003078504	ECA1761
ptg000016l	965254.169222191	973266.150895786	8011.9816735948	ECA1761
ptg000016l	1031870	1063365	31495	ECA1761
ptg000016l	1230370	1393928.31607303	163558.316073032	ECA1761
ptg000016l	1449773	1462901.75579869	13128.755798687	ECA1761
ptg000016l	1476385	1495702.49627976	19317.4962797619	ECA1761
ptg000016l	1519243.71893964	1537076.57493816	17832.8559985198	ECA1761
ptg000016l	1672565.88409704	1723064	50498.115902965	ECA1761
ptg000016l	1786399.7322314	1802721.45227879	16321.7200473899	ECA1761
ptg000016l	1881126.97294057	1895367.66549605	14240.6925554771	ECA1761
ptg000016l	2004680	2027686.9	23006.8999999999	ECA1761
ptg000016l	2058018.20941347	2064450.00464037	6431.7952269027	ECA1761
ptg000016l	2121486.19481314	2137643.44725525	16157.2524421108	ECA1761
ptg000016l	2761608.72576552	2773100.26488233	11491.5391168036	ECA1761
ptg000016l	2841302.81323953	2856897.37434376	15594.5611042301	ECA1761
ptg000016l	2892689	2898664.06114568	5975.06114567677	ECA1761
ptg000016l	3108309.68001885	3116767.94378546	8458.26376660634	ECA1761
ptg000016l	3164014.07750632	3194463.73518945	30449.6576831313	ECA1761
ptg000016l	3330852.2777313	3337871.7222687	7019.44453739375	ECA1761
ptg000017l	228120.728268309	266521.718143781	38400.9898754715	ECA1761
ptg000017l	513775.142788654	524287	10511.8572113464	ECA1761
ptg000017l	567685.687586846	622947.970743001	55262.2831561557	ECA1761
ptg000017l	1314652.59706533	1326082.56140351	11429.9643381815	ECA1761
ptg000018l	27443	428726.489929375	401283.489929375	ECA1761
ptg000018l	541093.603586248	1238892.31246182	697798.708875573	ECA1761
ptg000018l	1676818.26268855	1712603.54392892	35785.2812403745	ECA1761
ptg000018l	1830713.21141439	1848859.88867855	18146.6772641619	ECA1761
ptg000018l	1861837.29744748	1875325.74177832	13488.444330835	ECA1761
ptg000018l	2021958	2028065	6107	ECA1761
ptg000018l	2284184.9363167	2294901.11801721	10716.1817005128	ECA1761
ptg000018l	2485182	2496575	11393	ECA1761
ptg000018l	2709141.16881337	2748392.21764142	39251.0488280454	ECA1761
ptg000018l	2758634.35609379	2768676.02594535	10041.6698515587	ECA1761
ptg000018l	4269470.47546409	4276637.43055428	7166.95509019308	ECA1761
ptg000018l	4609843.5431282	4619494.74102041	9651.19789220951	ECA1761
ptg000018l	4992415.67987792	4999399.32012208	6983.64024416916	ECA1761
ptg000018l	5022782.72622343	5041024.38193344	18241.6557100089	ECA1761
ptg000018l	5066034.38985737	5083783.33414795	17748.9442905765	ECA1761
ptg000018l	5090789.17482846	5098664.0076108	7874.83278234303	ECA1761
ptg000018l	5240285.93322468	5257473	17187.0667753182	ECA1761
ptg000018l	6732098.75507512	6765323	33224.2449248778	ECA1761
ptg000018l	6772742	6792766.24402086	20024.2440208551	ECA1761
ptg000018l	7196294.51180852	7204322.48819148	8027.97638295777	ECA1761
ptg000019l	126871.00762641	138384.182040617	11513.1744142062	ECA1761
ptg000019l	150748	158311	7563	ECA1761
ptg000019l	850104.315571195	869067.225386339	18962.9098151443	ECA1761
ptg000019l	972021.818786982	983913.40917782	11891.5903908381	ECA1761
ptg000019l	1285001.18208241	1291682.2832123	6681.10112989531	ECA1761
ptg000019l	1827514	1865918	38404	ECA1761
ptg000019l	1841414	1867772.90670915	26358.906709152	ECA1761
ptg000020l	305948.299988785	326353.569213205	20405.2692244197	ECA1761
ptg000020l	454513	489069.607480835	34556.6074808346	ECA1761
ptg000020l	558725.325483673	579922.018611218	21196.6931275448	ECA1761
ptg000020l	629863.613276964	711222	81358.3867230362	ECA1761
ptg000020l	773497.632972323	805367.59848925	31869.9655169279	ECA1761
ptg000020l	840417	862444	22027	ECA1761
ptg000020l	929400.579017111	949174.202409212	19773.6233921004	ECA1761
ptg000021l	490121.507388516	497127.492611484	7005.98522296897	ECA1761
ptg000021l	507104.015762166	523471.817412553	16367.8016503862	ECA1761
ptg000023l	134634.337202554	162475.545071609	27841.2078690554	ECA1761
ptg000023l	169270.710465652	1140557	971286.289534348	ECA1761
ptg000024l	236016	290011	53995	ECA1761
ptg000025l	145102.015323002	166680.257022048	21578.2416990458	ECA1761
ptg000025l	227217.116877908	233677.283712785	6460.16683487667	ECA1761
ptg000025l	252904.366558874	271677.423158926	18773.056600052	ECA1761
ptg000025l	328912.770235903	345483.202809482	16570.4325735792	ECA1761
ptg000025l	1039303	1106033.52710461	66730.5271046059	ECA1761
ptg000025l	1340680	1386142.63616746	45462.636167458	ECA1761
ptg000025l	2239981.74597496	2245900.74051699	5918.99454203015	ECA1761
ptg000025l	2659140.75291622	2690557.61193317	31416.8590169493	ECA1761
ptg000026l	624089.535255736	642575.60974067	18486.0744849348	ECA1761
ptg000026l	668105.318654289	674821.874728772	6716.5560744832	ECA1761
ptg000026l	875652.30075188	908130.710603038	32478.4098511585	ECA1761
ptg000026l	1122189.9179917	1146067	23877.0820082959	ECA1761
ptg000027l	147954	158380.242092185	10426.2420921849	ECA1761
ptg000029l	37127.6197971848	55565.5933333333	18437.9735361485	ECA1761
ptg000029l	63935.0504754938	447948	384012.949524506	ECA1761
ptg000029l	452717.189712759	664052	211334.810287241	ECA1761
ptg000029l	668975	732719	63744	ECA1761
ptg000031l	446683	453504.044987001	6821.04498700122	ECA1761
ptg000032l	1037150	1042643.53993889	5493.53993889131	ECA1761
ptg000032l	2100332.58718331	2117100.67625272	16768.0890694149	ECA1761
ptg000032l	2283070.92164948	2295280	12209.0783505156	ECA1761
ptg000037l	25830.0814262906	36321.2187896741	10491.1373633836	ECA1761
ptg000037l	46307.711807025	68296.951486698	21989.239679673	ECA1761
ptg000040l	92789.6012799025	101518	8728.39872009751	ECA1761
ptg000040l	400646.208048595	411061.215695273	10415.0076466778	ECA1761
ptg000043l	25868.6385750519	38799.6075609916	12930.9689859397	ECA1761
ptg000001l	237198.881409096	255804.40645774	18605.5250486434	ECA1757
ptg000001l	7172600	7190345	17745	ECA1757
ptg000002l	3545953.49678769	3561467.31096246	15513.8141747732	ECA1757
ptg000002l	5884286.17760028	5892152.068019	7865.89041872043	ECA1757
ptg000002l	11201027.4049179	11209418.2845603	8390.87964238413	ECA1757
ptg000002l	11666271.7343182	11678276.2656818	12004.5313635543	ECA1757
ptg000002l	12048863.7212047	12065170	16306.2787953187	ECA1757
ptg000002l	12100899.6746967	12110322.7658843	9423.09118763544	ECA1757
ptg000002l	12475769.0722044	12483795.9277956	8026.85559110343	ECA1757
ptg000003l	873819.746902253	1154912	281092.253097747	ECA1757
ptg000003l	1189372.81850109	1204636	15263.1814989112	ECA1757
ptg000003l	2648161.93865571	2666593.50905741	18431.5704017058	ECA1757
ptg000003l	2885477.65853659	2915346.07804878	29868.419512195	ECA1757
ptg000003l	3200263.67023754	3213217.96249358	12954.2922560368	ECA1757
ptg000003l	3378094.29645243	3387261	9166.70354757225	ECA1757
ptg000003l	3400249.42412451	3405947.07061694	5697.64649242163	ECA1757
ptg000003l	3491621	3503395.10001257	11774.1000125697	ECA1757
ptg000003l	3770764	3871069.38567794	100305.385677935	ECA1757
ptg000003l	4063964.00840336	4078527.38011191	14563.3717085468	ECA1757
ptg000003l	4551555.05650138	4558781.06355021	7226.00704883039	ECA1757
ptg000003l	5032760.46810478	5040665.83116883	7905.3630640544	ECA1757
ptg000004l	747584.599570201	811995.09054326	64410.490973059	ECA1757
ptg000004l	1155748	1264437	108689	ECA1757
ptg000004l	1441684.83798182	1452884.90704444	11200.0690626162	ECA1757
ptg000004l	1629135	1647817.29319294	18682.2931929408	ECA1757
ptg000004l	1894900	1933017.82546159	38117.8254615935	ECA1757
ptg000004l	1977139.27160101	2033754	56614.7283989936	ECA1757
ptg000004l	2074203	2082967.26249751	8764.26249751053	ECA1757
ptg000004l	2139297.05390236	2207763.40648885	68466.3525864859	ECA1757
ptg000004l	2328508.81114966	2340273.12816042	11764.3170107575	ECA1757
ptg000004l	2597035.98401941	2655651.46275054	58615.4787311307	ECA1757
ptg000004l	2711355.62428657	2768728.83602011	57373.2117335349	ECA1757
ptg000004l	2872440.82661662	2956309.94470096	83869.1180843352	ECA1757
ptg000004l	2975886.73967257	3079196.16400784	103309.424335268	ECA1757
ptg000004l	3289902.25323564	3303625.6529794	13723.3997437633	ECA1757
ptg000004l	3322477.71390572	3336883.11364246	14405.399736736	ECA1757
ptg000004l	3595626.63073657	3602230.49751958	6603.86678301496	ECA1757
ptg000004l	3631396.97812343	3641356.4394111	9959.46128766658	ECA1757
ptg000004l	3683534.02545733	3695970.15403292	12436.128575596	ECA1757
ptg000004l	6588373.3785931	6617141.27895526	28767.9003621601	ECA1757
ptg000004l	10173390.1845219	10202631.6178977	29241.4333758727	ECA1757
ptg000004l	11569918.3708453	11657979.7458421	88061.3749968484	ECA1757
ptg000004l	12892981.9251369	12901173.2059452	8191.28080826625	ECA1757
ptg000004l	12909886	12925830.6333007	15944.6333007216	ECA1757
ptg000005l	402506.192092187	409201.906735751	6695.71464356396	ECA1757
ptg000005l	703786.281331706	722092.277441197	18305.996109491	ECA1757
ptg000005l	932995.445077177	968648.051880373	35652.6068031964	ECA1757
ptg000005l	1341590.19189189	1444392.95910872	102802.767216825	ECA1757
ptg000005l	1661969.43418638	1730693	68723.5658136215	ECA1757
ptg000005l	1880681.92075763	1957641	76959.0792423657	ECA1757
ptg000005l	1977612.75846951	2023238.50222222	45625.7437527126	ECA1757
ptg000005l	2124764.9025919	2205118	80353.0974080977	ECA1757
ptg000005l	2210375	2341724.8	131349.8	ECA1757
ptg000005l	2427211	2497925.43754964	70714.4375496428	ECA1757
ptg000005l	2537947.62958859	2587351.9488052	49404.3192166178	ECA1757
ptg000005l	3385179.84463354	3445696.85136897	60517.0067354264	ECA1757
ptg000005l	3503404	3572080	68676	ECA1757
ptg000005l	3585153.22115385	3595578.1165857	10424.8954318585	ECA1757
ptg000005l	3615455.8830735	3624950.76183695	9494.8787634559	ECA1757
ptg000005l	3891194.01610018	3927414.17274421	36220.1566440319	ECA1757
ptg000005l	3952306.05852732	3989207.8513345	36901.7928071772	ECA1757
ptg000005l	4074811.59537749	4089689.00645205	14877.4110745583	ECA1757
ptg000005l	4121895.67207093	4136948.290111	15052.6180400676	ECA1757
ptg000005l	4162810.12260326	4173172.2063379	10362.083734645	ECA1757
ptg000006l	6689878.78634073	6699511.94721941	9633.16087867878	ECA1757
ptg000006l	6729293.85798038	6746255	16961.142019622	ECA1757
ptg000006l	9264522.79051621	9290937.94381124	26415.1532950308	ECA1757
ptg000007l	1236088	1243298.45895923	7210.45895922743	ECA1757
ptg000008l	184886.642265503	199250.733840687	14364.091575184	ECA1757
ptg000008l	624323	632116.284457478	7793.28445747797	ECA1757
ptg000008l	727972.203373016	735791.236807213	7819.03343419707	ECA1757
ptg000009l	1605776.86744301	1612649.45535714	6872.58791413018	ECA1757
ptg000009l	2700959.22744129	2713627	12667.7725587143	ECA1757
ptg000010l	148303.571586879	168841.429448844	20537.8578619649	ECA1757
ptg000010l	216381	222917.687145626	6536.6871456255	ECA1757
ptg000010l	279776.599221603	287776.400778397	7999.80155679421	ECA1757
ptg000010l	10376501	10385137.9674221	8636.96742209606	ECA1757
ptg000010l	10493776.646201	10500616.3821076	6839.73590665869	ECA1757
ptg000010l	10634044.1728723	10658091.31261	24047.1397376508	ECA1757
ptg000010l	11555590.2279475	11564768.9448134	9178.71686588973	ECA1757
ptg000010l	11678764.927071	11692958.6644453	14193.7373743262	ECA1757
ptg000010l	12611929	12617668	5739	ECA1757
ptg000011l	1784593	1792260	7667	ECA1757
ptg000011l	2878777.12468386	2946794.5833601	68017.4586762385	ECA1757
ptg000012l	617009.241821681	630274.712004673	13265.4701829928	ECA1757
ptg000012l	1313447.11344659	1320731.56857855	7284.45513196569	ECA1757
ptg000012l	1630572.08124373	1663499.88894356	32927.807699827	ECA1757
ptg000012l	1704080.60202302	1712821.7965353	8741.19451227598	ECA1757
ptg000012l	2029618.46328438	2044268.53537723	14650.0720928477	ECA1757
ptg000012l	3043706.36665029	3051777.63334971	8071.26669942029	ECA1757
ptg000012l	3286781.54370721	3306467.02719838	19685.4834911651	ECA1757
ptg000013l	635772.338754204	643367.197234685	7594.85848048178	ECA1757
ptg000013l	6727866.71828666	6736692.19304379	8825.47475713119	ECA1757
ptg000013l	8055246.89768372	8088413.21172663	33166.3140429063	ECA1757
ptg000014l	702690.945709282	791852.067326148	89161.121616866	ECA1757
ptg000014l	811879.270318021	867725.952260182	55846.6819421608	ECA1757
ptg000014l	916929.41025641	924862	7932.58974358975	ECA1757
ptg000014l	1003564.48130969	1020486.82049245	16922.3391827681	ECA1757
ptg000014l	1437527.67494811	1450345.10848975	12817.4335416437	ECA1757
ptg000014l	1478223.40816097	1492395.17426961	14171.7661086342	ECA1757
ptg000014l	1499396.03177858	1571751.93620963	72355.9044310595	ECA1757
ptg000014l	2156953.13851112	2175162.69331514	18209.5548040201	ECA1757
ptg000014l	2317447	2323187.79115062	5740.79115061928	ECA1757
ptg000014l	2327242.15011986	2334846.02651131	7603.87639145786	ECA1757
ptg000017l	717143.406088795	722461.986111111	5318.58002231619	ECA1757
ptg000017l	1216684	1290008	73324	ECA1757
ptg000017l	1650685.48528546	1685329.75396322	34644.2686777592	ECA1757
ptg000017l	1749418	1766918.92120623	17500.9212062256	ECA1757
ptg000018l	468778	473782.648065534	5004.64806553442	ECA1757
ptg000018l	731186.535871157	746682.040099472	15495.504228315	ECA1757
ptg000001l	344150.115464723	352738.56348778	8588.44802305772	ECA1751
ptg000001l	375630	402274	26644	ECA1751
ptg000001l	2013814.20952143	2023427.63833343	9613.42881200369	ECA1751
ptg000001l	2056223	2062043.36663224	5820.36663224478	ECA1751
ptg000001l	2467321.90868644	2475288.09131356	7966.18262712564	ECA1751
ptg000001l	2859062	2983428	124366	ECA1751
ptg000001l	3124579.23348373	3142713.2510781	18134.0175943775	ECA1751
ptg000001l	3176221.98377978	3209090.11142207	32868.1276422986	ECA1751
ptg000001l	3371162.35157048	3463569.7084494	92407.3568789121	ECA1751
ptg000001l	3521040.75630104	3548516.31950095	27475.5631999043	ECA1751
ptg000001l	4787942.37122872	4794937.62877128	6995.25754255429	ECA1751
ptg000001l	4971869.28459585	4986885.7434555	15016.4588596448	ECA1751
ptg000002l	963618.709139426	970525.510882016	6906.8017425898	ECA1751
ptg000002l	1295393.75107296	1308950	13556.2489270386	ECA1751
ptg000002l	1322175.86204611	1329069	6893.13795389258	ECA1751
ptg000002l	1482001.78271366	1488713.90361042	6712.12089675455	ECA1751
ptg000002l	1511106.59469303	1519740.52336449	8633.9286714578	ECA1751
ptg000002l	1944209.68822984	1957199	12989.3117701577	ECA1751
ptg000002l	2063069.98200144	2072004	8934.0179985601	ECA1751
ptg000002l	2314722.10855075	2325131.90426617	10409.795715414	ECA1751
ptg000002l	2427047	2433717.1628756	6670.1628755969	ECA1751
ptg000002l	2486874.93304995	2493947.44027852	7072.50722857472	ECA1751
